Filmkode; Dansk titel ; Original titel ; Nationalitet ; Filmens længde i minutter ; Genre ; Censurforhold ; premiere uge ; premiere år ; Antal solgte biografbilletter 
10595;DE EVENTYRLIGE VOGTERE;RISE OF THE GUARDIANS;USA;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;47;2012;65583
476;DER BRÆNDER EN ILD;;DANMARK;109;.;Tilladt for alle;52;1962;65516
10776;PHILOMENA;PHILOMENA;STORBRITANNIEN;98;Spillefilm, voksne;Frarådet for børn under 7 år;48;2013;65512
3603;KVINDEBYEN;LA CITTA DELLE DONNE;ITALIEN;140;.;Tilladt for børn over 11 år;11;1981;65451
7335;ELIZABETH;ELIZABETH;STORBRITANNIEN;124;.;Tilladt for børn over 15 år;2;1999;65404
6718;KAPRING I HØJ FART;UNDER SIEGE 2;USA;97;.;Over 15 år, ikke censureret;29;1995;65175
7472;BLUE STEAK;BLUE STEAK;USA;94;.;Tilladt for børn over 15 år;45;1999;65151
10298;JOHNNY ENGLISH - FØDT PÅ NY;JOHNNY ENGLISH REBORN;USA;101;Spillefilm, voksne;Tilladt for børn over 11 år;40;2011;65149
3797;ARTHUR - SKIDEFULD OG PÅ RULLESKØJTER;ARTHUR;USA;97;.;Tilladt for alle;45;1981;65135
7520;JEANNE D'ARC;JOAN OF ARC;FRANKRIG;157;.;Over 15 år, ikke censureret;4;2000;65102
12736;SPEAK NO EVIL;SPEAK NO EVIL;DANMARK;97;Spillefilm, voksne;Over 15 år, ikke censureret;11;2022;65097
11720;3 TING;;DANMARK;88;Spillefilm, voksne;Tilladt for børn over 11 år;20;2017;65083
6737;DESPERADO;DESPERADO;USA;105;.;Tilladt for børn over 15 år;44;1995;65008
12562;FLUMMERNE;EXTINCT;USA;84;Spillefilm, børn/unge/familie;Tilladt for alle;27;2021;64929
7382;SHE'S ALL THAT;SHE'S ALL THAT;USA;96;.;Tilladt for alle;25;1999;64893
7595;BEING JOHN MALKOWICH;BEING JOHN MALKOWICH;USA;113;.;Tilladt for børn over 11 år;16;2000;64827
78;DER MÅ VÆRE EN SENGEKANT;;DANMARK;96;.;Over 15 år, ikke censureret;16;1975;64817
9856;PARANORMAL ACTIVITY;PARANORMAL ACTIVITY;USA;86;Spillefilm, voksne;Tilladt for børn over 15 år;49;2009;64738
3744;HAR DU SET ALICE ?;;DANMARK;96;.;Frarådet for børn under 7 år;40;1981;64711
197;CARAMBOLA FUPPER HELE BANDEN;CARAMBOLA FILOTTO TUTTI IN BUCA;ITALIEN;96;.;Tilladt for alle;52;1975;64704
3948;SAVNET;MISSING;USA;123;.;Over 15 år, ikke censureret;21;1982;64688
7187;IN AND OUT;IN AND OUT;USA;91;.;Tilladt for alle;21;1998;64581
7992;VEJEN TIL PERDITION;ROAD TO PERDITION;USA;118;.;Tilladt for børn over 15 år;38;2002;64523
10292;CAPTAIN AMERICA: THE FIRST AVENGER;CAPTAIN AMERICA: THE FIRST AVENGER;USA;125;Spillefilm, voksne;Tilladt for børn over 11 år;32;2011;64441
6566;WOLF;WOLF;USA;126;.;Over 15 år, ikke censureret;37;1994;64386
12102;I KRIG & KÆRLIGHED;;DANMARK;135;Spillefilm, voksne;Tilladt for børn over 15 år;46;2018;64321
9750;17 AGAIN;17 AGAIN;USA;102;Spillefilm, børn/unge/familie;Tilladt for alle;17;2009;64281
11774;ANNABELLE 2: SKABELSEN;ANNABELLE: CREATION;USA;109;Spillefilm, voksne;Tilladt for børn over 15 år;32;2017;64274
7463;END OF DAYS;END OF DAYS;USA;120;.;Over 15 år, ikke censureret;47;1999;64265
7324;DEN TYNDE RØDE LINIE;THE THEN RED LINE;USA;170;.;Over 15 år, ikke censureret;8;1999;64261
8833;V FOR VENDETTA;V FOR VENDETTA;USA;133;Spillefilm, voksne;Tilladt for børn over 15 år;12;2006;64238
1058;ONKEL JOAKIMS HEMMELIGHED   OGSÅ: NYHAVNS GLADE G;;DANMARK;110;.;Tilladt for alle;47;1967;64227
4284;ÅNDELØS;BREATHLESS;USA;100;.;Tilladt for børn over 11 år;35;1983;64190
11152;NAT PÅ MUSEET: GRAVKAMMERETS HEMMELIGHED;NIGHT AT THE MUSEUM: SECRET OF THE TOMB;USA;98;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;5;2015;64189
7477;BIG DADDY;BIG DADDY;USA;93;.;Tilladt for alle;40;1999;64161
3643;NÆRKONTAKT AF TREDIE GRAD (SPECIAL UDGAVE);CLOSE ENCOUNTERS OF THE THIRD KIND;USA;133;.;Tilladt for børn over 11 år;9;1978;64152
8792;SANDTROLDEN;FIVE CHILDREN AND IT;STORBRITANNIEN;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;51;2005;64130
10984;EDGE OF TOMORROW;EDGE OF TOMORROW;USA;113;Spillefilm, voksne;Over 15 år, ikke censureret;23;2014;64129
4944;HVIDE NÆTTER;WHITE NIGHTS;USA;137;.;Frarådet for børn under 7 år;7;1986;64128
8092;THE RING (SE 7815);THE RING;USA;115;.;Tilladt for børn over 15 år;6;2003;64117
5379;NEGERKYS & LABRE LARVER;;DANMARK;65;.;Tilladt for alle;41;1987;64111
9446;NO COUNTRY FOR OLD MEN;NO COUNTRY FOR OLD MEN;USA;122;Spillefilm, voksne;Tilladt for børn over 15 år;10;2008;64075
9291;CECILIE;;DANMARK;96;Spillefilm, voksne;Tilladt for børn over 15 år;22;2007;64054
4843;BREAKFAST CLUB;THE BREAKFAST CLUB;USA;97;.;Tilladt for børn over 15 år;27;1985;64023
7267;DET MAGISKE SVÆRD - JAGTEN PÅ CAMELOT;THE MAGIC SWORD: QUEST FOR CAMELOT;USA;86;.;Frarådet for børn under 7 år;41;1998;64012
10614;OZ: THE GREAT AND POWERFUL;OZ THE GREAT AND POWERFUL;USA;130;Spillefilm, voksne;Tilladt for børn over 11 år;10;2013;63925
4622;LA TRAVIATA;LA TRAVIATA;ITALIEN;109;.;Tilladt for alle;37;1984;63840
10758;DRENGERØVE 2;GROWN UPS 2;USA;101;Spillefilm, voksne;Tilladt for alle;31;2013;63770
10738;PACIFIC RIM;PACIFIC RIM;USA;132;Spillefilm, voksne;Tilladt for børn over 11 år;31;2013;63768
5173;DOWN BY LAW;DOWN BY LAW;USA;107;.;Frarådet for børn under 7 år;5;1987;63763
10105;SAW VII 3D;SAW 3D;CANADA;91;Spillefilm, voksne;Over 15 år, ikke censureret;44;2010;63758
7646;COYOTE UGLY;COYOTE UGLY;USA;101;.;Frarådet for børn under 7 år;44;2000;63740
5908;INTERNE AFFÆRER;INTERNAL AFFAIRS;USA;116;.;Over 15 år, ikke censureret;16;1990;63736
11036;BAD NEIGHBOURS;NEIGHBORS;USA;97;Spillefilm, voksne;Tilladt for børn over 11 år;29;2014;63718
1680;HURRA FOR DE BLÅ HUSARER;;DANMARK;100;.;Tilladt for alle;47;1970;63699
9201;THE NUMBER 23;THE NUMBER 23;USA;98;Spillefilm, voksne;Tilladt for børn over 15 år;12;2007;63699
9191;TEENAGE MUTANT NINJA TURTLES (11043);TEENAGE MUTANT NINJA TURTLES (SE 6007,11043);USA;92;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;13;2007;63695
8234;ANGER MANAGEMENT;ANGER MANAGEMENT;USA;106;.;Frarådet for børn under 7 år;31;2003;63576
1988;MIDDAG MED MORD;MURDER BY DEATH;USA;95;.;Tilladt for børn over 11 år;49;1976;63519
10347;DE TRE MUSKETERER (SE 8932);THE THREE MUSKETEERS 3D (SE  1402,1782, 6436);TYSKLAND;110;Spillefilm, voksne;Tilladt for børn over 11 år;41;2011;63465
4238;SORTE HINGST VENDER TILBAGE,DEN;THE BLACK STALLION RETURNS;USA;103;.;Frarådet for børn under 7 år;26;1983;63463
11250;PETER PEDAL PÅ EVENTYR I JUNGLEN;CURIOUS GEORGE 3: BACK TO THE JUNGLE;USA;81;Spillefilm, børn/unge/familie;Tilladt for alle;30;2015;63411
5561;JAGTEN PÅ EN MORDER;DEADLY PURSUIT;USA;110;.;Over 15 år, ikke censureret;31;1988;63355
10341;IN TIME;IN TIME;USA;109;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;48;2011;63182
5302;EN HOT DATE;BLIND DATE;USA;96;.;Tilladt for alle;39;1987;63106
4125;BASSERNE - STAKKELS JENS;BEETLE BAILEY;USA;74;.;Tilladt for alle;47;1982;63087
1858;BARONESSEN FRA BENZINTANKEN;;DANMARK;127;.;Tilladt for alle;37;1960;63067
5359;SPACEBALLS - RUMNØDDERNE;SPACEBALLS;USA;96;.;Tilladt for alle;52;1987;63059
6091;EDWARD SAKSEHÅND;EDWARD SCISSORHANDS;USA;105;.;Tilladt for børn over 11 år;27;1991;63031
7727;LIVSTEGN;PROOF OF LIFE;USA;136;.;Tilladt for børn over 15 år;10;2001;63023
5611;THE BIG BLUE;LE GRAND BLEU;FRANKRIG;120;.;Tilladt for børn over 11 år;52;1988;62996
6364;RYGGEN MOD MUREN (SE 5445);NOWHERE TO RUN;USA;95;.;Over 15 år, ikke censureret;19;1993;62991
1291;SPILLET ER UDE;WHEN EIGHT BELLS TOLL;STORBRITANNIEN;94;.;Over 15 år, ikke censureret;17;1972;62990
7566;JULIANE;;DANMARK;105;.;Tilladt for børn over 11 år;14;2000;62965
2856;COMING HOME - PÅ VEJ HJEM;COMING HOME;USA;128;.;Tilladt for børn over 11 år;40;1978;62900
4722;CARMEN (SE 4337);CARMEN (SE 4337);ITALIEN;152;.;Tilladt for børn over 11 år;5;1985;62893
3725;TESS;TESS;FRANKRIG;174;.;Tilladt for alle;38;1981;62829
4945;SILVERADO;SILVERADO;USA;133;.;Tilladt for børn over 15 år;3;1986;62813
7716;TROLØS;TROLOSA;SVERIGE;154;.;Frarådet for børn under 7 år;2;2001;62808
229;MANDEN FRA HONG KONG;THE MAN FROM HONG KONG;UDLANDET;103;.;Over 15 år, ikke censureret;44;1975;62758
6701;MENS DU SOV;WHILE YOU WERE SLEEPING;USA;104;.;Tilladt for alle;32;1995;62731
11817;MY LITTLE PONY: FILMEN;MY LITTLE PONY: THE MOVIE;CANADA;99;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;40;2017;62715
12332;TERMINATOR: DARK FATE;TERMINATOR: DARK FATE;USA;128;Spillefilm, voksne;Tilladt for børn over 15 år;44;2019;62713
6132;HØFEBER;;DANMARK;84;.;Frarådet for børn under 7 år;51;1991;62686
11209;AMY;AMY;STORBRITANNIEN;128;Dokumentarfilm, voksne;Tilladt for børn over 15 år;31;2015;62642
9148;THE HOLIDAY (SE 12074);THE HOLIDAY (SE 12074);USA;136;Spillefilm, voksne;Tilladt for alle;49;2006;62569
2736;ÆRELØSE SLYNGLER;QUEL MALEDETTO TRENO BLINDATO;ITALIEN;99;.;Over 15 år, ikke censureret;18;1978;62402
1861;BRØDRENE PÅ UGLEGÅRDEN;;DANMARK;99;.;Tilladt for alle;42;1967;62361
4341;TOM OG JERRYS JULESHOW;;USA;45;.;Tilladt for alle;47;1983;62360
9180;GHOST RIDER;GHOST RIDER;USA;111;Spillefilm, voksne;Tilladt for børn over 11 år;9;2007;62337
1256;SLAGET OM ENGLAND;BATTLE OF BRITAIN;STORBRITANNIEN;132;.;Tilladt for børn over 11 år;40;1969;62278
4086;GREASE 2;GREASE 2;USA;115;.;Tilladt for alle;40;1982;62240
6806;LEAVING LAS VEGAS;LEAVING LAS VEGAS;USA;113;.;Tilladt for børn over 15 år;11;1996;62200
7896;NOT ANOTHER TEEN MOVIE;NOT ANOTHER TEEN MOVIE;USA;89;.;Tilladt for alle;5;2002;62169
9674;CONFESSIONS OF A SHOPAHOLIC;CONFESSIONS OF A SHOPAHOLIC;USA;103;Spillefilm, voksne;Tilladt for alle;12;2009;62136
9592;WANTED (SE 0907);WANTED (SE 0907);USA;110;Spillefilm, voksne;Tilladt for børn over 15 år;34;2008;62072
7898;THE SHIPPING NEWS;THE SHIPPING NEWS;USA;112;.;Tilladt for børn over 15 år;8;2002;61993
9817;WINNIE OG KARINA - THE MOVIE;;DANMARK;75;Spillefilm, voksne;Frarådet for børn under 7 år;32;2009;61967
7039;DANTE'S PEAK;DANTE'S PEAK;USA;109;.;Tilladt for børn over 11 år;20;1997;61961
5790;BAG LÅS OG SLÅ;LOCK UP;USA;105;.;Over 15 år, ikke censureret;44;1989;61922
9934;GREEN ZONE;GREEN ZONE;FRANKRIG;113;Spillefilm, voksne;Tilladt for børn over 15 år;12;2010;61819
698;HAN KOM, HAN SÅ, HAN SKØD;TWO MULES FOR SISTER SARA;USA;106;.;Tilladt for børn over 15 år;16;1970;61713
6426;ORLANDO;ORLANDO;STORBRITANNIEN;94;.;Frarådet for børn under 7 år;35;1993;61697
6642;NORDKAPEREN I DET INDISKE OCEAN;;DANMARK;108;.;Tilladt for alle;1;1995;61668
7444;BOWFINGER;BOWFINGER;USA;95;.;Tilladt for alle;51;1999;61619
9185;PANS LABYRINT;EL LABERINTO DEL FAUNO;MEXICO;112;Spillefilm, voksne;Tilladt for børn over 15 år;10;2007;61580
6023;EN FREMMED FLYTTER IND (SE 11804);PACIFIC HEIGHTS;USA;103;.;Tilladt for børn over 15 år;2;1991;61566
2167;CARRIE (SE 10803);CARRIE (SE 10803);USA;98;.;Over 15 år, ikke censureret;13;1977;61512
10570;NIKO 2 - DE FLYVENDE BRØDRE;NIKO 2 - LENTÄJÄVELJEKSET;FINLAND;76;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;44;2012;61488
6798;CASINO;CASINO;USA;176;.;Over 15 år, ikke censureret;10;1996;61425
3009;FULD SPEED FRA FØRSTE SEKUND;HE RIDERS;USA;98;.;Over 15 år, ikke censureret;7;1979;61397
11480;VIRGIN MOUNTAIN;FÚSI;ISLAND;94;Spillefilm, voksne;Tilladt for børn over 11 år;27;2016;61212
6948;DE STØRSTE HELTE;;DANMARK;92;.;Tilladt for børn over 11 år;45;1996;61168
11871;SURBURBICON;SURBURBICON;STORBRITANNIEN;105;Spillefilm, voksne;Tilladt for børn over 15 år;49;2017;61125
1507;EVENTYRET OM ANDERS AND (TEGNEFILM);;USA;85;.;Tilladt for alle;47;1974;60995
10319;THE GIRL WITH THE DRAGON TATTOO;THE GIRL WITH THE DRAGON TATTOO;USA;156;Spillefilm, voksne;Tilladt for børn over 15 år;51;2011;60946
445;BUTCH CASSIDY AND THE KID;BUTCH CASSIDY AND THE SUNDANCE KID;USA;110;.;Tilladt for børn over 11 år;44;1969;60796
2822;THE LAST WALTZ (THE BAND'S SIDSTE KONCERT);THE BAND'S SIDSTE KONCERT;USA;116;.;Tilladt for alle;28;1978;60756
7015;FARLIGERE END POLITIET TILLADER;METRO;USA;118;.;Tilladt for børn over 15 år;15;1997;60747
1375;THE GODFATHER, 1;THE GODFATHER 1;USA;175;.;Over 15 år, ikke censureret;53;1972;60664
9280;SPURVEN;LA VIE EN ROSE;FRANKRIG;140;Spillefilm, voksne;Tilladt for børn over 11 år;15;2007;60650
7224;WINGS OF THE DOVE;WINGS OF THE DOVE;STORBRITANNIEN;102;.;Tilladt for alle;16;1998;60638
6192;FRANKIE & JOHNNY;FRANKIE & JOHNNY;USA;118;.;Frarådet for børn under 7 år;5;1992;60609
2122;KATHARINA BLUMS TABTE ÆRE;DIE VERLORENE EHRE DER KATHARINA BLUM;TYSKLAND;104;.;Over 15 år, ikke censureret;1;1977;60596
3529;THOMAS - ET BARN DU IKKE KAN NÅ;;DANMARK;98;.;Tilladt for alle;45;1980;60594
3295;STAKKELS DENNIS;JABBERWOCKY;STORBRITANNIEN;104;.;Tilladt for børn over 11 år;3;1980;60584
7558;AMERICAN PSYCHO;AMERICAN PSYCHO;USA;102;.;Over 15 år, ikke censureret;22;2000;60562
11394;THE DIVERGENT SERIES: ALLEGIANT;THE DIVERGENT SERIES: ALLEGIANT;USA;120;Spillefilm, voksne;Tilladt for børn over 11 år;11;2016;60484
6598;TIME COP;TIME COP;USA;95;.;Over 15 år, ikke censureret;47;1994;60475
9457;SWEENEY TODD - DEN DJÆVELSKE BARBER FRA FLEET STREET;SWEENEY TODD: THE DEMON BARBER OF FLEET STREET;USA;117;Spillefilm, voksne;Tilladt for børn over 15 år;5;2008;60401
6072;DET RUSSISKE HUS;THE RUSSIA HOUSE;USA;120;.;Tilladt for alle;17;1991;60337
12069;TEAM ALBERT;;DANMARK;82;Spillefilm, børn/unge/familie;Tilladt for alle;40;2018;60314
4750;DUNE - ØRKENPLANETEN;DUNE;USA;137;.;Tilladt for børn over 15 år;8;1985;60306
8838;INSIDE MAN;INSIDE MAN;USA;129;Spillefilm, voksne;Tilladt for børn over 11 år;13;2006;60277
12183;SELVHENTER;;DANMARK;92;Spillefilm, voksne;Tilladt for børn over 11 år;10;2019;60195
6252;SOFIE;;DANMARK;152;.;Frarådet for børn under 7 år;39;1992;60193
6654;NELL;NELL;USA;119;.;Over 15 år, ikke censureret;17;1995;60170
2800;MIDNIGHT COWBOY;MIDNIGHT COWBOY;USA;119;.;Over 15 år, ikke censureret;51;1969;60139
144;THE GODFATHER, 2.DEL;THE GODFATHER, 2.;USA;200;.;Over 15 år, ikke censureret;35;1975;60132
7151;STARSHIP TROOPERS;STARSHIP TROOPERS;USA;130;.;Tilladt for børn over 15 år;13;1998;60034
11238;PAPER TOWNS;PAPER TOWNS;USA;109;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;30;2015;59895
8297;REGEL NR. 1;;DANMARK;90;.;Tilladt for alle;44;2003;59888
9705;REVOLUTIONARY ROAD;REVOLUTIONARY ROAD;USA;119;Spillefilm, voksne;Tilladt for børn over 11 år;5;2009;59857
8299;THE TEXAS CHAINSAW MASSACRE- MOTORSAVSMASSAKREN;THE TEXAS CHAINSAW MASSACRE;USA;99;.;Over 15 år, ikke censureret;47;2003;59829
9498;SUPERHERO MOVIE;SUPERHERO MOVIE;USA;86;Spillefilm, voksne;Tilladt for børn over 11 år;14;2008;59770
603;FEM I FEDTEFADET, DE;;DANMARK;93;.;Tilladt for alle;42;1970;59751
3081;GI' DEN GAS MAND;CORVIETTE SUMMER;USA;105;.;Tilladt for alle;28;1979;59734
7537;MISSION TO MARS;MISSION TO MARS;USA;114;.;Tilladt for børn over 11 år;16;2000;59681
2297;CHARLES TANTE;;DANMARK;103;.;Tilladt for alle;42;1959;59639
8772;FLIGHTPLAN;FLIGHTPLAN;USA;98;Spillefilm, voksne;Tilladt for børn over 11 år;41;2005;59571
2279;SLÅ ØRENE UD, DRENGE;IL VANGELO SECONDO SIMONE E MATTEO;ITALIEN;107;.;Tilladt for alle;18;1977;59549
7855;A.I. - KUNSTIG INTELLIGENS;A.I. - ARTIFICIAL INTELLIGENCE;USA;146;.;Tilladt for børn over 11 år;40;2001;59539
833;KAMPEN OM NÆSBYGÅRD;;DANMARK;113;.;Tilladt for alle;51;1964;59516
4550;POLITIETS HEMMELIGE VÅBEN;CODE OF SILENCE;USA;97;.;Over 15 år, ikke censureret;40;1985;59423
7113;GEORGE - DEN GÆVE LIANSVINGER;GEORGE OF THE JUNGLE;USA;93;.;Frarådet for børn under 7 år;50;1997;59403
1007;MIG OG MIN LILLEBROR OG STORSMUGLERNE;;DANMARK;106;.;Tilladt for alle;37;1968;59380
